claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
QGEO.CONEDYN.01,"Cone dynamics -- the review-7.3 question ('use the Lorentz form DYNAMICALLY instead of statically') executed on the prime-front determinant coordinates y(a) = (S11, S22, S12)(a) with J_det of signature (1,2) (one module, 18 checks, <1 s; discovery probe cone_dynamics_probe.py 18/18, verdict CONE-DYNAMICS-DEAD).  THE HONEST KILL: (i) prime updates are TRANSLATIONS in y-space (linearity verified exactly: the per-prime increment is y-independent) -- no multiplicative cone-preserving semigroup exists; (ii) ~99% of the increments are SPACELIKE (cone-violating fractions 0.009-0.014 per family), ell is NOT monotone on the true path (decreasing fractions 0.001-0.014); (iii) no Perron-Frobenius / Lorentz-boost reading of the prime flow survives the measurements.  SIDE FINDING (alive): the LEAF FUNCTIONAL separates scramble/Epstein controls where det is blind (C3.SEP: all 3 scramble seeds + Epstein separate on >= 1 window each).  AST zero-firewall (no zeta, no zeros); deterministic; Lambda_E machinery verbatim from the Epstein firewall probe.  A DEAD verdict promoted for the record: the review-7.3 dynamic-cone route is closed, the static cone results (v624/v627) stand untouched.  No marker move, no RH claim.","Honest [E, kill] dynamic-cone dead verdict (translations, spacelike increments, no semigroup) + [MEASURED] leaf-functional separation side finding (AST zero-firewall; Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.RANK3FUNC.01; v563; v624; v627,v699_cone_dynamics.py,External review 2026-08-02 sec. 7.3 (the dynamic-cone question),-,"CONE-DYNAMICS-DEAD: prime updates are translations, ~99% of increments spacelike, no cone-preserving semigroup, ell not monotone -- the review-7.3 dynamic route is closed (static cone v624/v627 untouched); side finding: the leaf functional separates scramble/Epstein where det is blind.",true
E8.ORBIT60.01,"The ORBIT60 census -- the 60 mu4-lines of E8 as a combinatorial object: quotient graph, sigma/clock/Coxeter dynamics on the ORBIT SPACE, and a STRICT park test for the cascade 60 -> 6 (one module, 18 checks, ~1 s; discovery probe orbit60_census_probe.py 18/18, verdict ORBIT60-PARKED).  THE FIVE ROUTES, all adjudicated: (i) degree rules DEAD (all quotient graphs regular -- no distinguished pair sequence from incidence degrees); (ii) sigma structure DEAD (sigma-orbit sizes {3,1} on the lines, no 2-blocks); (iii) THE INVOLUTION WITNESS DOES NOT EXIST: the full involution census of the line group LG (order 11520; 375 involutions, 21 conjugacy classes) shows NO element of cycle type 2^27 1^6 (fixed-line census {0: 120, 4: 180, 12: 15, 16: 60}) -- the one-shot group-action carrier of the cascade is absent; (iv) reflection/Coxeter DEAD: W(E8) Coxeter dynamics does not descend (reflection cycle types on the lines all equal, no distinguished element with 27 disjoint 2-blocks); (v) the MUST-FAIL numerology control fires as designed: rule-free lexicographic pair removal reproduces the counting 60 - 2n in exactly 27 steps and > 10^70 equally 'successful' sequences exist -- the counting carries no structural information (v633 Q8.2 reproduced).  A5 one-liner (as instructed, no expedition): order-5 elements exist (2304) but <sigma, sample order-5> has order 960 -- no visible natural A5 action attached to the compiler data.  PARKED per the review protocol; the cascade stays a numerological observation, not a structure.  Deterministic (fixed seed for the generating-set search only).","Honest [E, park] five-route adjudication with the involution-witness census and the must-fail numerology control (exact group computations; Python-only per GATE.WOLFRAM.02).",tfpt_3,E8.ST31.01; v629; v633; v634,v700_orbit60_census.py,-,-,"ORBIT60-PARKED: all canonical cascade routes dead; no involution of cycle type 2^27 1^6 in the line group (order 11520; 375 involutions, 21 classes); W(E8) Coxeter does not descend; no A5 signature (order-5 elements exist but nothing natural); the must-fail numerology control fires -- parked per the review protocol.",true
PRIME.KEYSTONE.01,"The BIG-PICTURE HUNT -- cheap machine reads for the question 'does the missing rest of the RH program already sit in the corpus?' (one module, 11 checks, <1 s; discovery probe big_picture_hunt_probe.py 11/11).  THE KEYSTONE [E]: the deployed window form B is EXACTLY the sine-moment form of (c + pole) plus a rank-1 pole square -- one identity gluing the v695 measure route to the v677 master identity; with it the three named gaps of the program COLLAPSE ONTO ONE (defect positivity modulo the operator question: the signedness is the pole subtraction, resolved at the identity level).  THE TRIPLICATION IDENTITY [E]: the zeta arch density is the MEAN OF THREE DIGAMMA CHANNELS on the zeta_12 period grid (arguments 1/12, 5/12, 3/4), and mu_3 is the UNIQUE order for which the channel mean reproduces the arch (mu_2/mu_4/mu_6 fail) -- the first exact bridge from the arch layer to the deck-sector geometry (closed into the geometry by v705).  THE HONEST KILL: the V5 fixpoint numerology is DEAD (PSLQ finds no integer relation).  No zeros read anywhere (zeta VALUES only in one declared diagnostic constant).  No marker move, no RH claim. [2026-08-03 LIII, Lean round 5: the finite algebraic kernel of the S1.1 sine-Gram lemma is now FORMALLY VERIFIED in Lean 4 (SineGramKeystone.lean, lake build green, kernel-checked, no sorry): the product-to-sum identity over an arbitrary commutative ring via Chebyshev recursion, the half-integer sine-moment form as an exact Gram matrix S = sum_i 2 w_i s_i s_i^T (hence PSD for nonnegative weights), with explicit Pythagorean-triple certificates.  Honest scope: point masses with exact circle coordinates only -- the FFT-quadrature limit, the deployed window decomposition and Levinson feasibility stay numeric (v701); the sigma_p >= 0 program itself is untouched.]","Exact [E] keystone + triplication identities + honest [E, kill] V5 numerology dead (PSLQ empty); no zeros read (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.Z1MEASURE.01; PRIME.W3STRUCT.01; PRIME.HECKESOS.01; v563,v701_big_picture_hunt.py,-,-,KEYSTONE: B = sine-moment form(c + pole) + rank-1 pole square exact; the three gaps collapse onto ONE (defect positivity modulo operator); triplication identity mu_3-unique; V5 fixpoint numerology dead; no RH statement.,true
PRIME.Z1LOOKAHEAD.01,"OFFENSIVE 5e -- the lookahead problem: autonomous zeta-free reconstruction of the prime comb from the Gamma flow (one module, 13 checks, ~30 s; discovery probe z1_lookahead_probe.py 13 PASS / 0 FAIL, verdict Z1-RECURSION-SEMI sharpened to FLOW-VERIFIER-NOT-GENERATOR).  [MEASURED] THE FLOW VERIFIES: the full true comb is flow-verified (913 >= 898 on the declared objective) and EVERY fake comb dies >= 184 lags earlier -- the Gamma flow is a full-depth comb VERIFIER.  [MEASURED] THE FLOW DOES NOT GENERATE: both prescribed lookahead routes (depth-2 beam search with adaptive horizon-3 deepening; global DP over the slot lattice) reach only 2-4 slots autonomously; the per-slot information demand g ~ 5-12 bits is INFORMATION-THEORETIC (measured from surviving-candidate counts) and parameter-robust.  The 5d state stands (positions + masses forced conditioned on the exact past); the continuum reading stays the remainder; PRIME.Z1.OPERATOR.01 stays OPEN.  AST-enforced zero firewall.  No marker move, no RH claim.  NOTE (2026-08-05, v786 -- marker UNCHANGED): the packet-header sharpening is settled NEGATIVELY -- Header(p) = (p mod 30, a_p mod 32) is exact 7-bit address arithmetic (CRT + check32 decoder), but (Z/480)^x (type 2.2.4.8, exponent 8) admits no faithful canonical action on the 128 E8 spinor roots (canonical torsor group F2^7, exponent 2); 3 of 7 bits realizable, maximal canonical action = the order-8 graded image; the 128 stays a fingerprint; the per-slot information demand of this row re-measured as typed [M] context.","[MEASURED] flow verification (913 >= 898, fakes die >= 184 lags earlier) + [MEASURED] information-theoretic generation limit (2-4 slots, g ~ 5-12 bits/slot); AST zero firewall (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.Z1FLOWREC.01; PRIME.Z1UVAROV.01; PRIME.Z1.OPERATOR.01; v563,v702_z1_lookahead.py,-,-,"FLOW-VERIFIER-NOT-GENERATOR: full comb flow-verified, autonomous reach 2-4 slots (g ~ 5-12 bits/slot, information-theoretic, parameter-robust); 5d state stands; PRIME.Z1.OPERATOR.01 stays OPEN; no RH statement.",true
PRIME.CHAINTOL.01,"S-A, THE CIRCULARITY DECIDER -- how sharply does the Z1 flow-induction constrain the counting masses? (one module, 10 checks, ~60 s; discovery probe chain_tolerance_scaling_probe.py 10/10, verdict TOLERANCE-RH-GRADE).  THE DECISION: the per-step mass tolerance an autonomous flow induction would need shrinks to RH-GRADE (and OVER-RH on the fine windows) -- the tolerance induction as a proof route is DEAD, and honestly so: any procedure meeting the tolerance would already know the masses to a precision equivalent to the open problem.  THE POSITIVE STRUCTURE: the Levinson recursion is an UNSTABLE SHOOTING problem -- generic mass perturbations diverge geometrically and the TRUE comb is the unique bounded trajectory (the v698 shooting picture at chain level); the budget comparison quantifies the delivered-vs-demanded tolerance gap per window.  AST zero-firewall (budgets are elementary closed forms).  No marker move, no RH claim.","Honest [E, kill] tolerance-induction dead verdict (RH-grade/over-RH tolerances) + [MEASURED] unstable-shooting structure; AST zero firewall (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.Z1FLOWREC.01; PRIME.Z1LOOKAHEAD.01; v563,v703_chain_tolerance_scaling.py,-,-,"TOLERANCE-RH-GRADE: the tolerance induction is dead (required per-step tolerance RH-grade or beyond); Levinson recursion = unstable shooting, the true comb is the unique bounded trajectory; no RH statement.",true
PRIME.CHAINMASS.01,"S-B, THE G1 EXACTNESS HUNT -- does a CLOSED formula (no per-slot fit, no per-window scalar) predict the counting masses from the flow? (one module, 5 checks, <1 s; discovery probe chain_mass_law_probe.py 5/5, verdict G1-OPEN).  THE CENSUS: seven closed candidate laws (Levinson orders, minimax ramps, Christoffel variants) scored on three windows; the BEST closed law is C2 (zero reflection coefficient at the NEXT Levinson order m_hi+2): median ratio 0.9947, IQR [0.9853, 1.0086] -- but max|ratio-1| = 0.3130 on the soft slots, far above the 0.1% exactness bar: G1 stays OPEN as a closed-form question.  THE STRATA (declared): weak |a_bg| slots carry the misses (median|r-1| 0.049), mid and tight strata sit at 0.010/0.006 -- the residual is background-conditioned, not uniform noise.  AST zero-firewall.  No marker move, no RH claim.","[MEASURED] closed-law census with declared strata (best C2 median 0.9947, max 0.3130 -- G1-OPEN); AST zero firewall (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.CHAINTOL.01; PRIME.Z1UVAROV.01; v563,v704_chain_mass_law.py,-,-,"G1-OPEN: best closed law C2 (next Levinson order) median 0.9947, max|ratio-1| 0.3130 on soft slots -- no closed formula reaches the 0.1% bar; residual strata declared; no RH statement.",true
QGEO.DECKSECTOR.01,"S-C, THE V3 OPERATOR TARGET -- do the three digamma channels of the zeta arch density (arguments 1/12, 5/12, 3/4 on the zeta_12 grid) come from the seam geometry? (one module, 7 checks, <1 s; discovery probe chain_deck_sector_probe.py 7/7).  THE GEOMETRY ANCHOR: the three digamma channels ARE the three deck sectors of the 48-site NS lift -- computed as exact tower traces of the v623 deck sectors with the v628 twists {1/6, 1/2, 5/6}, they reproduce the arch density channel by channel at deviation 3.4e-16, the relative scalar is FORCED to 1 (not fitted), and the must-fail control (wrong twist set) is off by x82.  This closes the v701 triplication identity INTO the geometry: the arch layer of the Weil measure is a deck-sector trace of the seam orbifold -- the first operator-shaped reading of the arch.  Deterministic.  No marker move (GATE.QGEO untouched), no RH claim.","Exact [E] deck-sector trace identity (3.4e-16, scalar forced 1, must-fail x82); deterministic (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.KEYSTONE.01; QGEO.ORBIFOLD.01; v623; v628,v705_chain_deck_sector.py,-,-,"The three digamma channels ARE the three deck sectors of the 48-site NS lift (exact tower traces, dev 3.4e-16, scalar forced 1, must-fail x82) -- the geometry anchor of the chain arc; GATE.QGEO untouched; no RH statement.",true
PRIME.WEYLMASS.01,"S-D, THE WEYL CHARACTERIZATION OF G1 -- is the exact mass law an evaluation of the m-/Schur function of the background operator? (one module, 10 checks, ~10 s; discovery probe chain_weyl_mass_probe.py 10/10, verdict WEYL-NULL).  THE HONEST NULL: the point-evaluation reading (mass = Weyl function at the slot) is FALSIFIED (K2 median 0.3993, max 0.9293, corr 0.198 -- scramble-level).  THE POSITIVE FINDS: (i) the flow alpha ARE the Schur parameters of the background operator (identity at 1e-40) -- the chain arc's flow coordinates get an operator-theoretic name; (ii) the background breakdown sits EXACTLY between the n=2 and n=3 cell (the corridor boundary is an operator feature, not a tuning); (iii) the bare Gamma flow knows log 2 to 0.1-0.6% (bootstrap median|r-1| 0.0397).  AST zero-firewall.  No marker move, no RH claim.","Honest [MEASURED, null] point-evaluation falsified + exact [E] Schur-parameter identity (1e-40) + [MEASURED] log-2 background find; AST zero firewall (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.CHAINMASS.01; PRIME.Z1JACOBI.01; v563,v706_chain_weyl_mass.py,-,-,"WEYL-NULL: point evaluation falsified (K2 median 0.3993); positives: flow alpha = Schur parameters (1e-40), background breakdown exactly between n=2/n=3 cell, bare Gamma flow knows log 2 to 0.1-0.6%; no RH statement.",true
PRIME.SECTIONEDGE.01,"S-E, THE CLOSED FORM OF THE SECTION-POSITIVITY EDGE -- is the exact mass the Christoffel-Darboux / resolvent edge of the finite section? (one module, 9 checks, ~10 s; discovery probe chain_section_edge_probe.py 9/9, verdict EDGE-EXACT-SELECTION-OPEN).  [E] THE EDGE FORMULA IS EXACT: the section-positivity edge is a RESOLVENT IDENTITY (Christoffel-Darboux form), verified to 3e-13 -- the corridor edges of the just-in-time positivity picture (v697) now have a closed formula; the full-ladder edge pins the mass to 2.6e-04.  [MEASURED] THE SELECTION STAYS OPEN: death-depth selection misses (max dev 0.964), the jit midpoint rule reaches max dev 0.064, and the TRUE mass sits at the jit corridor position median 0.534, IQR [0.511, 0.559] -- systematically NOT at an edge and NOT at the midpoint: 'explain the ~0.53' is the named open question of the chain arc.  AST zero-firewall.  No marker move, no RH claim.",Exact [E] resolvent edge identity (3e-13) + [MEASURED] corridor-position census (median 0.534); AST zero firewall (Python-only per GATE.WOLFRAM.02).,tfpt_3;tfpt_prime_front,PRIME.Z1UVAROV.01; PRIME.CHAINMASS.01; v563,v707_chain_section_edge.py,-,-,"EDGE-EXACT-SELECTION-OPEN: edge formula = resolvent identity exact 3e-13 [E]; full-ladder edge pins mass to 2.6e-04; true mass at corridor position median 0.534, IQR [0.511, 0.559] -- the selection principle stays open; no RH statement.",true
PRIME.POSFUNC.01,"S-F, THE POSITION FUNCTIONAL -- which functional fixes the corridor position ~0.53 that S-E left open? (one module, 7 checks, ~110 s; discovery probe chain_position_functional_probe.py 7/7, verdict FUNCTIONAL-OPEN).  THE CENSUS: of the preregistered functional families (edge distances, midpoints, energy extrema, curvature reads) the BEST is the LEVINSON ENERGY EXTREMUM E_{N-1}: median ratio 0.9986, max deviation 11.7% -- and it TRANSPORTS across windows without any per-window scalar (the strongest selection signal of the arc so far); none reaches the 1% uniform bar, so the selection principle stays OPEN.  THE OUTLIER STRUCTURE (declared): the misses sit EXACTLY on the prime powers 16/64/81 -- the same cells the Hecke mechanism (v710) later heals: the two findings interlock.  AST zero-firewall.  No marker move, no RH claim.","[MEASURED] functional census (best: Levinson energy extremum, median 0.9986, max 11.7%, scalar-free transport) with declared prime-power outliers; AST zero firewall (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front,PRIME.SECTIONEDGE.01; v563,v708_chain_position_functional.py,-,-,"FUNCTIONAL-OPEN: best functional = Levinson energy extremum E_{N-1}, median 0.9986 / max 11.7%, transports without a scalar; outliers exactly on prime powers 16/64/81 (healed by the v710 Hecke stage); no RH statement.",true
